Packname,category,Subcategory,Packprice,Pic1,Pic2,Pic3,Detail
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-009-030622VU-V-1,"6,790,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-018-050622VU-D,"6,990,000",tfd_220207045504_741226-002.jpg,tfd_220207045701_850172-002.jpg,tfd_220207045817_672509-002.jpg,"Điểm nhấn: - Phố cổ Hội An với lung linh sắc màu của đèn lồng và những hoạt động dân gian đặc sắc - Đại Nội Huế rộng lớn nơi hoàng cung xưa của các vua chúa Triều Nguyễn - Chùa Thiên Mụ - Biểu tượng xứ Huế mộng mơ. - Động Thiên Đường – Một trong những hang động kỳ vĩ nhất được Hiệp hội hang động Hoàng gia Anh đánh giá là hang động khô dài nhất Châu Á, thuộc quần thể Di sản thiên nhiên Thế Giới. - Động Phong Nha - Thuộc quần thể Di sản với hệ thống sông ngầm dài nhất Thế Giới"
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-031-070622VU-V-1,"6,390,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),2, NDSGN3381-031-070622VU-V,"6,390,000",tfd_220222104816_347316-002.jpg,tfd_220222104946_086030-002.jpg,tfd_220222105119_645152-002.jpg, 
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-010-080622VU-D,"7,190,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3381-060-160522VU-V-7,"8,990,000",tfd_220222104816_347316-003.jpg,tfd_220222104946_086030-003.jpg,tfd_220222105119_645152-003.jpg, 
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-050-200522VU-D-7,"9,990,000",tfd_220207045504_741226-003.jpg,tfd_220207045701_850172-003.jpg,tfd_220207045817_672509-003.jpg,"Điểm nhấn: - Phố cổ Hội An với lung linh sắc màu của đèn lồng và những hoạt động dân gian đặc sắc - Đại Nội Huế rộng lớn nơi hoàng cung xưa của các vua chúa Triều Nguyễn - Chùa Thiên Mụ - Biểu tượng xứ Huế mộng mơ. - Động Thiên Đường – Một trong những hang động kỳ vĩ nhất được Hiệp hội hang động Hoàng gia Anh đánh giá là hang động khô dài nhất Châu Á, thuộc quần thể Di sản thiên nhiên Thế Giới. - Động Phong Nha - Thuộc quần thể Di sản với hệ thống sông ngầm dài nhất Thế Giới"
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3581-045-240522VU-V,"5,990,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),5, NDSGN3381-008-280522VU-V,"6,790,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-008-280522VU-V-1,"6,790,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),3, NDSGN3398-017-290522VU-D,"6,990,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3381-053-310522VU-V,"6,790,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-053-310522VU-V-1,"6,790,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-009-010622VU-D,"7,190,000",tfd_220207045504_741226-004.jpg,tfd_220207045701_850172-004.jpg,tfd_220207045817_672509-004.jpg,"Điểm nhấn: - Phố cổ Hội An với lung linh sắc màu của đèn lồng và những hoạt động dân gian đặc sắc - Đại Nội Huế rộng lớn nơi hoàng cung xưa của các vua chúa Triều Nguyễn - Chùa Thiên Mụ - Biểu tượng xứ Huế mộng mơ. - Động Thiên Đường – Một trong những hang động kỳ vĩ nhất được Hiệp hội hang động Hoàng gia Anh đánh giá là hang động khô dài nhất Châu Á, thuộc quần thể Di sản thiên nhiên Thế Giới. - Động Phong Nha - Thuộc quần thể Di sản với hệ thống sông ngầm dài nhất Thế Giới"
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-009-030622VU-V-1,"6,790,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3381-009-030622VU-V,"6,790,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-018-050622VU-D,"6,990,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-031-070622VU-V-1,"6,390,000",tfd_220111040613_472003-001.jpg,tfd_220111040803_360987-001.jpg,tfd_220111040926_248489-001.jpg,#NAME?
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),2, NDSGN3381-031-070622VU-V,"6,390,000",tfd_220222104816_347316-004.jpg,tfd_220222104946_086030-004.jpg,tfd_220222105119_645152-004.jpg, 
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-010-080622VU-D,"7,190,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3381-060-160522VU-V-7,"8,990,000",tfd_220222104816_347316-005.jpg,tfd_220222104946_086030-005.jpg,tfd_220222105119_645152-005.jpg, 
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-050-200522VU-D-7,"9,990,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3581-045-240522VU-V,"5,990,000",tfd_220222104816_347316-006.jpg,tfd_220222104946_086030-006.jpg,tfd_220222120743_368989.jpg, 
Quảng Bình: Trekking Hang Chà Lòi - Cắm trại Thung Lũng Tình Yêu - Tham quan Bản Hang Còi - Bữa tối BBQ,6, NDSGN988-002-270522,"8,990,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),5, NDSGN3381-008-280522VU-V,"6,790,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-008-280522VU-V-1,"6,790,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),3, NDSGN3398-017-290522VU-D,"6,990,000",tfd_220207045504_741226-005.jpg,tfd_220207045701_850172-005.jpg,tfd_220207045817_672509-005.jpg,"Điểm nhấn: - Phố cổ Hội An với lung linh sắc màu của đèn lồng và những hoạt động dân gian đặc sắc - Đại Nội Huế rộng lớn nơi hoàng cung xưa của các vua chúa Triều Nguyễn - Chùa Thiên Mụ - Biểu tượng xứ Huế mộng mơ. - Động Thiên Đường – Một trong những hang động kỳ vĩ nhất được Hiệp hội hang động Hoàng gia Anh đánh giá là hang động khô dài nhất Châu Á, thuộc quần thể Di sản thiên nhiên Thế Giới. - Động Phong Nha - Thuộc quần thể Di sản với hệ thống sông ngầm dài nhất Thế Giới"
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3381-053-310522VU-V,"6,790,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-053-310522VU-V-1,"6,790,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-009-010622VU-D,"7,190,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-009-030622VU-V-1,"6,790,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3381-009-030622VU-V,"6,790,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-018-050622VU-D,"6,990,000",tfd_220207045504_741226-006.jpg,tfd_220207045701_850172-006.jpg,tfd_220207045817_672509-006.jpg,"Điểm nhấn: - Phố cổ Hội An với lung linh sắc màu của đèn lồng và những hoạt động dân gian đặc sắc - Đại Nội Huế rộng lớn nơi hoàng cung xưa của các vua chúa Triều Nguyễn - Chùa Thiên Mụ - Biểu tượng xứ Huế mộng mơ. - Động Thiên Đường – Một trong những hang động kỳ vĩ nhất được Hiệp hội hang động Hoàng gia Anh đánh giá là hang động khô dài nhất Châu Á, thuộc quần thể Di sản thiên nhiên Thế Giới. - Động Phong Nha - Thuộc quần thể Di sản với hệ thống sông ngầm dài nhất Thế Giới"
Huế - Quảng Bình- Khám phá Hang Tiên - Động Thiên Đường - Ngắm hoàng hôn trên sông Son - Nghỉ đêm tại Chày Lập Farmstay,9, NDHUE100-015-270522XE,"4,990,000",tfd_220128110309_884512.png,tfd_220128110910_507054.png,tfd_220128111006_949748.jpg, 
Huế - Quảng Bình - Khám phá Hang Tú Làn - Động Thiên Đường - Ngắm hoàng hôn trên sông Son - Nghỉ đêm tại Chày Lập Farmstay,9, NDHUE101-015-270522XE,"4,790,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3381-060-160522VU-V-7,"8,990,000",tfd_220222104816_347316-007.jpg,tfd_220222104946_086030-007.jpg,tfd_220222105119_645152-006.jpg, 
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-050-200522VU-D-7,"9,990,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Bà Nà - Cầu Vàng - Sơn Trà - Biển Mỹ Khê - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),9, NDSGN303-056-220522VU-D-7,"5,990,000",tfd_220222114550_377471.jpg,tfd_220222114847_374645.jpg,tfd_220222115020_726066.jpg, 
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3581-045-240522VU-V,"5,990,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),5, NDSGN3381-008-280522VU-V,"6,790,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Bà Nà - Cầu Vàng - Sơn Trà - Biển Mỹ Khê - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),9, NDSGN303-010-280522VU-D,"4,790,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-008-280522VU-V-1,"6,790,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),3, NDSGN3398-017-290522VU-D,"6,990,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Bà Nà - Cầu Vàng - Sơn Trà - Biển Mỹ Khê - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN303-037-300522VU-D,"4,390,000",tfd_220222114550_377471-001.jpg,tfd_220222114847_374645-001.jpg,tfd_220222115020_726066-001.jpg, 
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3381-053-310522VU-V,"6,790,000",tfd_220222104816_347316-008.jpg,tfd_220222104946_086030-008.jpg,tfd_220222105119_645152-007.jpg, 
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-053-310522VU-V-1,"6,790,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-009-010622VU-D,"7,190,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3381-009-030622VU-V,"6,790,000",tfd_220222104816_347316-009.jpg,tfd_220222104946_086030-009.jpg,tfd_220222105119_645152-008.jpg, 
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-009-030622VU-V-1,"6,790,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Bà Nà - Cầu Vàng - Sơn Trà - Biển Mỹ Khê - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),9, NDSGN303-011-040622VU-D,"4,790,000",tfd_220222114550_377471-002.jpg,tfd_220222114847_374645-002.jpg,tfd_220222115020_726066-002.jpg, 
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3381-060-160522VU-V-7,"8,990,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-050-200522VU-D-7,"9,990,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Bà Nà - Cầu Vàng - Sơn Trà - Biển Mỹ Khê - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),9, NDSGN303-056-220522VU-D-7,"5,990,000",tfd_220222114550_377471-003.jpg,tfd_220222114847_374645-003.jpg,tfd_220222115020_726066-003.jpg, 
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3581-045-240522VU-V,"5,990,000",tfd_220222104816_347316-010.jpg,tfd_220222104946_086030-010.jpg,tfd_220222120743_368989-001.jpg, 
Bay cùng Vietravel Airlines | Đà Nẵng - Bà Nà - Cầu Vàng - Sơn Trà - Biển Mỹ Khê - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),9, NDSGN303-010-280522VU-D,"4,790,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),5, NDSGN3381-008-280522VU-V,"6,790,000",,,,
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-008-280522VU-V-1,"6,790,000",tfd_220111040613_472003-002.jpg,tfd_220111040803_360987-002.jpg,tfd_220111040926_248489-002.jpg,#NAME?
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),3, NDSGN3398-017-290522VU-D,"6,990,000",,,,
Bay cùng Vietravel Airlines | Đà Nẵng - Bà Nà - Cầu Vàng - Sơn Trà - Biển Mỹ Khê - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN303-037-300522VU-D,"4,390,000",tfd_220222114550_377471-004.jpg,tfd_220222114847_374645-004.jpg,tfd_220222115020_726066-004.jpg, 
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3381-053-310522VU-V,"6,790,000",tfd_220222104816_347316-011.jpg,tfd_220222104946_086030-011.jpg,tfd_220222105119_645152-009.jpg, 
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Thiên Đường - KDL Bà Nà - Cầu Vàng - Hội An - Mỹ Khê - Đà Nẵng (Khách sạn 4*),9, NDSGN3391-053-310522VU-V-1,"6,790,000",tfd_220111040613_472003-003.jpg,tfd_220111040803_360987-003.jpg,tfd_220111040926_248489-003.jpg,#NAME?
Huế - Đà Nẵng - Vinwonders Nam Hội An - Rừng Dừa Bảy Mẫu - Show Ký Ức Hội An - Núi Thần Tài (Khách sạn 3 sao),9, NDHUE103-013-200522XE,"3,590,000",,,,
Huế - Đà Nẵng - VinWonders Nam Hội An - Rừng Dừa Bảy Mẫu,9, NDHUE102-018-210522XE,"1,990,000",,,,
Huế - Đà Nẵng - Vinwonders Nam Hội An - Rừng Dừa Bảy Mẫu - Show Ký Ức Hội An - Núi Thần Tài (Khách sạn 3 sao),9, NDHUE103-014-270522XE,"3,590,000",tfd_220128101249_103137.jpg,tfd_220128101849_120069.png,tfd_220128102216_722003.jpg, 
Huế - Đà Nẵng - VinWonders Nam Hội An - Rừng Dừa Bảy Mẫu,9, NDHUE102-019-280522XE,"1,990,000",tfd_220128093840_638315.png,tfd_220128093858_717266.jpg,dc_211207_Vinpearl%20Nam%20Hoi%20An.jpg, 
Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha - KDL Bà Nà - Cầu Vàng - Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4*),9, NDSGN3381-060-160522VU-V-7,"8,990,000",tfd_220222104816_347316-012.jpg,tfd_220222104946_086030-012.jpg,tfd_220222105119_645152-010.jpg, 
Nha Trang (khách sạn 4*) - Đà Lạt ( Tour Tiết Kiệm),6, NDSGN523-009-180522XE-V,"4,590,000",,,,
Nha Trang - Làng Chài Xưa Mũi Né - Biển Nhũ Tiên - Vinwonders (Xe. Khách Sạn 4*. Tour Giá Sốc),9, NDSGN612-021-190522XE-D-F,"3,990,000",,,,
Quy Nhơn - Phú Yên - Eo Gió - Kỳ Co - Hòn Khô (Tour Tiết Kiệm),3, NDSGN592-008-190522VU-V,"5,390,000",,,,
Phan Thiết - Mũi Né - Bàu Trắng (Khách sạn tương đương 4*) - Tour Giá Sốc,9, NDSGN557-018-200522XE-V-F,"3,190,000",tfd_211230033655_839556.jpg,tfd_211105120528_495437.jpg,tfd_211105120653_191269.jpg,"Mũi Né, Phan Thiết nổi tiếng với những bãi cát trắng trải dài trên mặt biển xanh biếc và những hàng dừa cao vút, đặc biệt tới đây bạn sẽ được thưởng thức những món ăn ngon và nổi tiếng của người vùng đất ven biển vô cùng xinh đẹp này. Nơi đây còn nổi tiếng là khu nghỉ dưỡng bởi hệ thống khách sạn và resort ven biển, là nơi nghỉ ngơi cuối tuần cho cả gia đình đầy thú vị với một số thắng cảnh như Bàu Sen – Bàu Trắng, Suối Hồng, Đồi Cát Bay, hay muốn tìm hiểu về lịch sử có thể tìm về trường Dục Thanh, thành phố Phan Thiết… Hãy đồng hành cùng Vietravel khám phá hành trình thú vị này bạn nhé."
Bay cùng Vietravel Airlines | Đà Nẵng - Huế - Đầm Lập An - La Vang - Động Phong Nha & Thiên Đường - KDL Bà Nà - Cầu Vàng -Sơn Trà - Hội An - Đà Nẵng (Khách sạn 4* trọn tour),11, NDSGN3398-050-200522VU-D-7,"9,990,000",,,,
Quy Nhơn - Eo Gió - Kỳ Co (Tour Tiết Kiệm),2, NDSGN584-013-200522VU-V,"4,390,000",,,,
Nha Trang - Làng Chài Xưa Mũi Né - Biển Nhũ Tiên - Vinwonders (Xe. Khách Sạn 4*. Tour Giá Sốc),9, NDSGN612-022-210522XE-D-F,"3,990,000",,,,
