"Packname","Category","Subcategory","Packprice","Pic1","Pic2","Pic3","Detail"
"Bay cùng Vietravel Airlines | Thỏa Thích vui chơi tại Vinwonder & Safari World - Nghỉ dưỡng VinHoliday Phú Quốc","6"," NDSGN801-075-250522VU-V","5,990,000","tfd_211112025606_018157-002.jpg","tfd_211112025021_759448-002.jpg","tfd_211112025447_946530-002.jpg","Ngày 1 - TP. HỒ CHÍ MINH - PHÚ QUỐC - GRAND WORLD (Ăn chiều) Quý khách tập trung tại Sân bay Tân Sơn Nhất, ga đi Trong Nước. Hướng dẫn viên làm thủ tục cho Quý khách chuyến bay chiều phút đi Phú Quốc. Xe đón đoàn tại sân bay đưa về khách sạn nhận phòng nghỉ ngơi tại Vinholidays - Chuỗi khách sạn thông minh được thiết kế hiện đại, dịch vụ linh hoạt cùng các tiện nghi quốc tế. Buổi tối, Quý khách có thể tự do khám phá một số hạng mục tại khu Grand World như: công trình tre, công viên nghệ thuật đương đại thuộc Open Park…; tản bộ bên dòng “kênh đào Venice” và nhìn ngắm những chiếc thuyền Gondola, khu phố shophouse lộng lẫy sắc màu, cổng lâu đài tráng lệ, ba cây cầu vòm bán nguyệt...; Thưởng thức bữa tiệc ánh sáng đỉnh cao với show “Sắc màu Venice” (show diễn dự kiến diễn có thể thay đổi tùy theo tình hình thực tế) Nghỉ đêm tại Vinholidays. Ngày 2 - VƯỜN THÚ BÁN HOANG DÃ VINPEARL SAFARI - VUI CHƠI THỎA THÍCH TẠI CÔNG VIÊN CHỦ ĐỀ VINWONDERS PHÚ QUỐC (Ăn sáng, trưa, chiều) Sau khi dùng bữa sáng tại VinHolidays, Quý khách sẽ đến khám phá Vinpearl Safari Phú Quốc - Vườn thú hoang dã đầu tiên tại Việt Nam: với quy mô 180 ha, hơn 130 loài động vật quý hiếm, du khách thưởng thức các chương trình biểu diễn, chụp ảnh với động vật; trải nghiệm vườn thú mở trong rừng tự nhiên, gần gũi và thân thiện với con người. Buổi chiều, Quý khách tham quan Khu vui chơi giải trí VinWonders - du khách sẽ lạc vào “Thế Giới Cổ Tích” thông qua những trò chơi tương tác lần đầu tiên xuất hiện tại Việt Nam với 6 chủ đề khác nhau: Khu Cảm Giác Mạnh - Thế Giới Phiêu Lưu; Khu Công Viên Nước - Thế Giới Lốc Xoáy; Khu Lâu Đài Trung Tâm - Châu Âu Trung Cổ; Khu Cổ Tích - Thế Giới Diệu Kỳ; Khu Viking - Ngôi Làng Bí Mật. Nghỉ đêm tại VinHolidays.   Ngày 3 - PHÚ QUỐC - TP. HỒ CHÍ MINH (Ăn sáng, trưa) Dùng buffet sáng tại VinHolidays. Đoàn trả phòng khách sạn. Quý khách khởi hành tham quan: - Dinh Cậu: biểu tượng văn hoá và tín ngưỡng của đảo Phú Quốc. Nơi ngư dân địa phương gởi gắm niềm tin cho một chuyến ra khơi đánh bắt đầy ắp cá khi trở về. Sau đó, đoàn viếng dinh Bà Thủy Long Thánh Mẫu - thờ Thần Nữ Kim Giao, người phụ nữ được người dân Phú Quốc rất mực tôn kính vì có công khai phá huyện đảo này. - Tham quan và mua sắm đặc sản nổi tiếng tại vườn tiêu; nhà thùng nước mắm; đặc sản khô; cơ sở sản xuất ngọc trai Phú Quốc - trưng bày các trang sức bằng ngọc trai chính hiệu được nuôi cấy tại Phú Quốc.  Sau khi tham quan, xe đưa Quý khách đi ăn trưa và ra sân bay Phú Quốc đáp chuyến bay trở về TP.HCM. Chia tay Quý khách và kết thúc chương trình du lịch tại sân bay Tân Sơn Nhất.   Điều kiện nhận khách - Tất cả các khách đều phải khai báo y tế (mục khai di chuyển nội địa) trên ứng dụng PC-Covid, việc khai hộ chỉ áp dụng cho khách đi chung chuyến bay. - Nhận khách địa phương/ ngoại tỉnh từ địa phương nguy cơ thấp và trung bình (xanh và vàng) - Đảm bảo nguyên tắc 5K, khử khuẩn. - Quý khách đã hoàn thành tiêm 2 mũi vaccine ngừa Covid-19 và có thẻ xanh hoặc giấy xác nhận tiêm chủng (mũi thứ 2 đủ 14 ngày so với ngày khởi hành) hoặc Quý khách đã khỏi bệnh có giấy xác nhận trong vòng 6 tháng.   Quý khách lưu ý - Giờ bay phụ thuộc vào hãng hàng không, số bữa ăn phụ thuộc vào giờ bay - Nếu chuyến bay ngày thứ 3 trong chương trình về chuyến buổi sáng thì bữa ăn trưa ngày thứ 3 sẽ được chuyển sang ngày thứ 1.  - Đây là chương trình du lịch trọn gói, Vietravel không có trách nhiệm hoàn trả chi phí chênh lệch cho các khách hàng thuộc diện miễn giảm hoặc đối tượng ưu tiên như trẻ nhỏ, người lớn tuổi, người có công với cách mạng… Chính sách miễn giảm, ưu tiên (nếu có) chỉ dành cho khách lẻ của các điểm tham quan. Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
"Thỏa Thích vui chơi tại Vinwonder & Safari World - Nghỉ dưỡng VinHoliday Phú Quốc","6"," NDSGN801-088-270522VJ-V","6,590,000","","","",""
"Phú Quốc: Thỏa Thích vui chơi tại Vinwonder & Safari World - Nghỉ dưỡng VinHolidays Phú Quốc","6"," NDNHA7817-008-200522VJ-V","5,790,000","tfd_220310112832_471824.PNG-001.png","tfd_220223042850_998795-001.jpg","tfd_220310112855_411598-001.jpg","Ngày 1 - NHA TRANG - PHÚ QUỐC - GRAND WORLD - LƯU TRÚ VINHOLIDAYS (Ăn trưa, chiều) Xe và Hướng dẫn viên đón Quý khách tập trung tại Vietravel 100 Quang Trung, Nha Trang, khởi hành ra sân bay Cam Ranh làm thủ tục đi Phú Quốc. Đến nơi, đoàn ăn trưa và về khách sạn nhận phòng nghỉ ngơi tại Vinholidays - chuỗi khách sạn thông minh được thiết kế hiện đại, dịch vụ linh hoạt cùng các tiện nghi quốc tế. Buổi tối, Quý khách có thể tự do khám phá một số hạng mục tại khu Grand World như: công trình tre, công viên nghệ thuật đương đại thuộc Open Park…; tản bộ bên dòng “kênh đào Venice” và nhìn ngắm những chiếc thuyền Gondola, khu phố shophouse lộng lẫy sắc màu, cổng lâu đài tráng lệ, ba cây cầu vòm bán nguyệt...; Thưởng thức bữa tiệc ánh sáng đỉnh cao với show “Sắc màu Venice” (show diễn dự kiến diễn có thể thay đổi tùy theo tình hình thực tế) Nghỉ đêm tại Vinholidays. Ngày 2 - VƯỜN THÚ BÁN HOANG DÃ VINPEARL SAFARI - VUI CHƠI THỎA THÍCH TẠI CÔNG VIÊN CHỦ ĐỀ VINWONDERS PHÚ QUỐC (Ăn sáng, trưa, chiều) Sau khi dùng bữa sáng tại VinHolidays, Quý khách sẽ đến khám phá Vinpearl Safari Phú Quốc - Vườn thú hoang dã đầu tiên tại Việt Nam: với quy mô 180 ha, hơn 130 loài động vật quý hiếm, du khách thưởng thức các chương trình biểu diễn, chụp ảnh với động vật; trải nghiệm vườn thú mở trong rừng tự nhiên, gần gũi và thân thiện với con người. Buổi chiều, Quý khách tham quan Khu vui chơi giải trí VinWonders - du khách sẽ lạc vào “Thế Giới Cổ Tích” thông qua những trò chơi tương tác lần đầu tiên xuất hiện tại Việt Nam với 6 chủ đề khác nhau: Khu Cảm Giác Mạnh - Thế Giới Phiêu Lưu; Khu Công Viên Nước - Thế Giới Lốc Xoáy; Khu Lâu Đài Trung Tâm - Châu Âu Trung Cổ; Khu Cổ Tích - Thế Giới Diệu Kỳ; Khu Viking - Ngôi Làng Bí Mật. Nghỉ đêm tại VinHolidays.   Ngày 3 - PHÚ QUỐC - NHA TRANG (Ăn sáng) Dùng bữa sáng sáng tại VinHolidays. Quý khách trả phòng khách sạn và khởi hành tham quan: - Dinh Cậu: biểu tượng văn hoá và tín ngưỡng của đảo Phú Quốc. Nơi ngư dân địa phương gởi gắm niềm tin cho một chuyến ra khơi đánh bắt đầy ắp cá khi trở về. Sau đó, đoàn viếng dinh Bà Thủy Long Thánh Mẫu - thờ Thần Nữ Kim Giao, người phụ nữ được người dân Phú Quốc rất mực tôn kính vì có công khai phá huyện đảo này. - Tham quan và mua sắm đặc sản nổi tiếng tại vườn tiêu; nhà thùng nước mắm; đặc sản khô; cơ sở sản xuất ngọc trai Phú Quốc - trưng bày các trang sức bằng ngọc trai chính hiệu được nuôi cấy tại Phú Quốc.  Sau khi tham quan, xe đưa Quý khách ra sân bay Phú Quốc đáp chuyến bay trở về Nha Trang. Chia tay Quý khách và kết thúc chương trình tham quan.   Điều kiện nhận khách - Tất cả các khách đều phải khai báo y tế (mục khai di chuyển nội địa) trên ứng dụng PC-Covid, việc khai hộ chỉ áp dụng cho khách đi chung chuyến bay. - Nhận khách địa phương/ ngoại tỉnh từ địa phương nguy cơ thấp và trung bình (xanh và vàng) - Đảm bảo nguyên tắc 5K, khử khuẩn. - Quý khách đã hoàn thành tiêm 2 mũi vaccine ngừa Covid-19 và có thẻ xanh hoặc giấy xác nhận tiêm chủng (mũi thứ 2 đủ 14 ngày so với ngày khởi hành) hoặc Quý khách đã khỏi bệnh có giấy xác nhận trong vòng 6 tháng.   Quý khách lưu ý - Giờ bay phụ thuộc vào hãng hàng không, số bữa ăn phụ thuộc vào giờ bay. Nếu ngày về bay chuyến sáng thì điểm tham quan và ăn trưa ngày cuối sẽ chuyển lên ngày đầu.- Đây là chương trình du lịch trọn gói, Vietravel không có trách nhiệm hoàn trả chi phí chênh lệch cho các khách hàng thuộc diện miễn giảm hoặc đối tượng ưu tiên như trẻ nhỏ, người lớn tuổi, người có công với cách mạng… Chính sách miễn giảm, ưu tiên (nếu có) chỉ dành cho khách lẻ của các điểm tham quan. Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
"Đà Nẵng - Phú Quốc Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao","4"," NDDNG4901-009-240522VN-D","5,290,000","","","",""
"Đà Nẵng - Phú Quốc Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao","2"," NDDNG4901-008-270522VN-V","4,490,000","","","",""
"Miền Tây - Mỹ Tho - Thới Sơn - Bến Tre","9"," NDSGN867-017-150522XE-V-F","499,000","","","",""
"Miền Tây - Mỹ Tho - Thới Sơn - Bến Tre - Ngày hội Du lịch Tp.HCM",""," NDSGN867-019-120622XE-V-F","449,000","tfd_220105034957_178798.jpg","dc_220105_DU%20NGOAN%20SONG%20TIEN.jpg","dc_220105_TRAI%20NGHIEM%20KST%20VIET%20NHAT.jpg","Ngày 1 - TP. HCM - MỸ THO - CỒN THỚI SƠN - BẾN TRE - “SỞ THÚ THU NHỎ CỦA TIỀN GIANG” (Ăn trưa) Quý khách tập trung tại Vietravel (190 Pasteur, P.Võ Thị Sáu, Q.3, TP.HCM), đoàn khởi hành đến Tiền Giang, di chuyển đến bến tàu du lịch Mỹ Tho bắt đầu hành trình du ngoạn trên sông Mekong: - Chiêm ngưỡng Cầu Rạch Miễu: cầu dây văng đầu tiên do kỹ sư Việt Nam thiết kế và xây dựng, nghe giới thiệu các cù lao Long - Lân - Quy - Phụng. -  Ngắm nhìn cảng cá Mỹ Tho, làng nuôi cá bè dọc sông Tiền, thưởng thức nước dừa tươi trên tàu. - Đến cù lao Thới Sơn, tản bộ trên đường làng, tham quan vườn cây ăn trái, thưởng thức các loại trái cây theo mùa và nghe đờn ca tài tử Nam Bộ. - Đi xuồng chèo len lỏi trong rạch nhỏ ngắm nhìn phong cảnh bình dị vùng sông nước, đến tham quan trại nuôi ong mật, thưởng thức trà mật ong, rượu chuối hột… - Tiếp tục, xuôi dòng sông Tiền đến Tân Thạch (Bến Tre) tham quan lò kẹo dừa đặc sản Bến Tre, làng nghề thủ công mỹ nghệ truyền thống. Dùng đò máy khám phá con Rạch (Tân Thạch) tìm hiểu cuộc sống thường nhật của người dân miền quê.  - Sau khi ăn trưa, đoàn nằm võng nghỉ ngơi, tham quan trại nuôi sấu, nhím, ếch… và đi xe đạp quan vườn cây trái, vườn dừa… Ngoài ra, Quý khách có thể tham gia các trò chơi dân gian như: đi dây, đu dây, chạy xe đạp mạo hiểm qua ván, đua xuồng chèo trên hồ, nhảy xa.  Về lại bến tàu, đoàn khởi hành tham quan:  - Trại Rắn Đồng Tâm được ví như “Sở thú thu nhỏ của Tiền Giang”: với diện tích phủ xanh hơn 30 ha, nơi đây không chỉ là viện bảo tàng rắn lớn nhất Việt Nam, du khách còn có thể khám phá không gian sinh sống của nhiều loài thú khác như kangaroo, rồng đất, vượn má vàng, chồn hương, đà điểu, gấu chó, hổ… và những chú trăn khổng lồ.  Quý khách khởi hành về TP.HCM, xe đưa đoàn về điểm đón ban đầu, kết thúc chương trình du lịch.  Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
"Miền Tây - Mỹ Tho - Thới Sơn - Bến Tre - Ngày hội Du lịch Tp.HCM",""," NDSGN867-022-190622XE-V-F","449,000","","","",""
"Miền Tây - Mỹ Tho - Thới Sơn - Bến Tre - Ngày hội Du lịch Tp.HCM",""," NDSGN867-020-260622XE-V-F","449,000","tfd_220105034957_178798-001.jpg","dc_220105_DU%20NGOAN%20SONG%20TIEN-001.jpg","dc_220105_TRAI%20NGHIEM%20KST%20VIET%20NHAT-001.jpg","Ngày 1 - TP. HCM - MỸ THO - CỒN THỚI SƠN - BẾN TRE - “SỞ THÚ THU NHỎ CỦA TIỀN GIANG” (Ăn trưa) Quý khách tập trung tại Vietravel (190 Pasteur, P.Võ Thị Sáu, Q.3, TP.HCM), đoàn khởi hành đến Tiền Giang, di chuyển đến bến tàu du lịch Mỹ Tho bắt đầu hành trình du ngoạn trên sông Mekong: - Chiêm ngưỡng Cầu Rạch Miễu: cầu dây văng đầu tiên do kỹ sư Việt Nam thiết kế và xây dựng, nghe giới thiệu các cù lao Long - Lân - Quy - Phụng. -  Ngắm nhìn cảng cá Mỹ Tho, làng nuôi cá bè dọc sông Tiền, thưởng thức nước dừa tươi trên tàu. - Đến cù lao Thới Sơn, tản bộ trên đường làng, tham quan vườn cây ăn trái, thưởng thức các loại trái cây theo mùa và nghe đờn ca tài tử Nam Bộ. - Đi xuồng chèo len lỏi trong rạch nhỏ ngắm nhìn phong cảnh bình dị vùng sông nước, đến tham quan trại nuôi ong mật, thưởng thức trà mật ong, rượu chuối hột… - Tiếp tục, xuôi dòng sông Tiền đến Tân Thạch (Bến Tre) tham quan lò kẹo dừa đặc sản Bến Tre, làng nghề thủ công mỹ nghệ truyền thống. Dùng đò máy khám phá con Rạch (Tân Thạch) tìm hiểu cuộc sống thường nhật của người dân miền quê.  - Sau khi ăn trưa, đoàn nằm võng nghỉ ngơi, tham quan trại nuôi sấu, nhím, ếch… và đi xe đạp quan vườn cây trái, vườn dừa… Ngoài ra, Quý khách có thể tham gia các trò chơi dân gian như: đi dây, đu dây, chạy xe đạp mạo hiểm qua ván, đua xuồng chèo trên hồ, nhảy xa.  Về lại bến tàu, đoàn khởi hành tham quan:  - Trại Rắn Đồng Tâm được ví như “Sở thú thu nhỏ của Tiền Giang”: với diện tích phủ xanh hơn 30 ha, nơi đây không chỉ là viện bảo tàng rắn lớn nhất Việt Nam, du khách còn có thể khám phá không gian sinh sống của nhiều loài thú khác như kangaroo, rồng đất, vượn má vàng, chồn hương, đà điểu, gấu chó, hổ… và những chú trăn khổng lồ.  Quý khách khởi hành về TP.HCM, xe đưa đoàn về điểm đón ban đầu, kết thúc chương trình du lịch.  Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
"Miền Tây - Mỹ Tho - Thới Sơn - Bến Tre - Ngày hội Du lịch Tp.HCM",""," NDSGN867-023-030722XE-V-F","449,000","tfd_220105034957_178798-002.jpg","dc_220105_DU%20NGOAN%20SONG%20TIEN-002.jpg","dc_220105_TRAI%20NGHIEM%20KST%20VIET%20NHAT-002.jpg","Ngày 1 - TP. HCM - MỸ THO - CỒN THỚI SƠN - BẾN TRE - “SỞ THÚ THU NHỎ CỦA TIỀN GIANG” (Ăn trưa) Quý khách tập trung tại Vietravel (190 Pasteur, P.Võ Thị Sáu, Q.3, TP.HCM), đoàn khởi hành đến Tiền Giang, di chuyển đến bến tàu du lịch Mỹ Tho bắt đầu hành trình du ngoạn trên sông Mekong: - Chiêm ngưỡng Cầu Rạch Miễu: cầu dây văng đầu tiên do kỹ sư Việt Nam thiết kế và xây dựng, nghe giới thiệu các cù lao Long - Lân - Quy - Phụng. -  Ngắm nhìn cảng cá Mỹ Tho, làng nuôi cá bè dọc sông Tiền, thưởng thức nước dừa tươi trên tàu. - Đến cù lao Thới Sơn, tản bộ trên đường làng, tham quan vườn cây ăn trái, thưởng thức các loại trái cây theo mùa và nghe đờn ca tài tử Nam Bộ. - Đi xuồng chèo len lỏi trong rạch nhỏ ngắm nhìn phong cảnh bình dị vùng sông nước, đến tham quan trại nuôi ong mật, thưởng thức trà mật ong, rượu chuối hột… - Tiếp tục, xuôi dòng sông Tiền đến Tân Thạch (Bến Tre) tham quan lò kẹo dừa đặc sản Bến Tre, làng nghề thủ công mỹ nghệ truyền thống. Dùng đò máy khám phá con Rạch (Tân Thạch) tìm hiểu cuộc sống thường nhật của người dân miền quê.  - Sau khi ăn trưa, đoàn nằm võng nghỉ ngơi, tham quan trại nuôi sấu, nhím, ếch… và đi xe đạp quan vườn cây trái, vườn dừa… Ngoài ra, Quý khách có thể tham gia các trò chơi dân gian như: đi dây, đu dây, chạy xe đạp mạo hiểm qua ván, đua xuồng chèo trên hồ, nhảy xa.  Về lại bến tàu, đoàn khởi hành tham quan:  - Trại Rắn Đồng Tâm được ví như “Sở thú thu nhỏ của Tiền Giang”: với diện tích phủ xanh hơn 30 ha, nơi đây không chỉ là viện bảo tàng rắn lớn nhất Việt Nam, du khách còn có thể khám phá không gian sinh sống của nhiều loài thú khác như kangaroo, rồng đất, vượn má vàng, chồn hương, đà điểu, gấu chó, hổ… và những chú trăn khổng lồ.  Quý khách khởi hành về TP.HCM, xe đưa đoàn về điểm đón ban đầu, kết thúc chương trình du lịch.  Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
"Miền Tây - Mỹ Tho - Thới Sơn - Bến Tre - Ngày hội Du lịch Tp.HCM",""," NDSGN867-024-100722XE-V-F","449,000","","","",""
"Miền Tây - Mỹ Tho - Thới Sơn - Bến Tre - Ngày hội Du lịch Tp.HCM",""," NDSGN867-025-170722XE-V-F","449,000","","","",""
"Miền Tây - Mỹ Tho - Thới Sơn - Bến Tre - Ngày hội Du lịch Tp.HCM",""," NDSGN867-026-240722XE-V-F","449,000","tfd_220105034957_178798-003.jpg","dc_220105_DU%20NGOAN%20SONG%20TIEN-003.jpg","dc_220105_TRAI%20NGHIEM%20KST%20VIET%20NHAT-003.jpg","Ngày 1 - TP. HCM - MỸ THO - CỒN THỚI SƠN - BẾN TRE - “SỞ THÚ THU NHỎ CỦA TIỀN GIANG” (Ăn trưa) Quý khách tập trung tại Vietravel (190 Pasteur, P.Võ Thị Sáu, Q.3, TP.HCM), đoàn khởi hành đến Tiền Giang, di chuyển đến bến tàu du lịch Mỹ Tho bắt đầu hành trình du ngoạn trên sông Mekong: - Chiêm ngưỡng Cầu Rạch Miễu: cầu dây văng đầu tiên do kỹ sư Việt Nam thiết kế và xây dựng, nghe giới thiệu các cù lao Long - Lân - Quy - Phụng. -  Ngắm nhìn cảng cá Mỹ Tho, làng nuôi cá bè dọc sông Tiền, thưởng thức nước dừa tươi trên tàu. - Đến cù lao Thới Sơn, tản bộ trên đường làng, tham quan vườn cây ăn trái, thưởng thức các loại trái cây theo mùa và nghe đờn ca tài tử Nam Bộ. - Đi xuồng chèo len lỏi trong rạch nhỏ ngắm nhìn phong cảnh bình dị vùng sông nước, đến tham quan trại nuôi ong mật, thưởng thức trà mật ong, rượu chuối hột… - Tiếp tục, xuôi dòng sông Tiền đến Tân Thạch (Bến Tre) tham quan lò kẹo dừa đặc sản Bến Tre, làng nghề thủ công mỹ nghệ truyền thống. Dùng đò máy khám phá con Rạch (Tân Thạch) tìm hiểu cuộc sống thường nhật của người dân miền quê.  - Sau khi ăn trưa, đoàn nằm võng nghỉ ngơi, tham quan trại nuôi sấu, nhím, ếch… và đi xe đạp quan vườn cây trái, vườn dừa… Ngoài ra, Quý khách có thể tham gia các trò chơi dân gian như: đi dây, đu dây, chạy xe đạp mạo hiểm qua ván, đua xuồng chèo trên hồ, nhảy xa.  Về lại bến tàu, đoàn khởi hành tham quan:  - Trại Rắn Đồng Tâm được ví như “Sở thú thu nhỏ của Tiền Giang”: với diện tích phủ xanh hơn 30 ha, nơi đây không chỉ là viện bảo tàng rắn lớn nhất Việt Nam, du khách còn có thể khám phá không gian sinh sống của nhiều loài thú khác như kangaroo, rồng đất, vượn má vàng, chồn hương, đà điểu, gấu chó, hổ… và những chú trăn khổng lồ.  Quý khách khởi hành về TP.HCM, xe đưa đoàn về điểm đón ban đầu, kết thúc chương trình du lịch.  Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
"Miền Tây - Mỹ Tho - Thới Sơn - Bến Tre - Ngày hội Du lịch Tp.HCM",""," NDSGN867-027-310722XE-V-F","449,000","","","",""
"Miền Tây - Mỹ Tho - Thới Sơn - Bến Tre - Ngày hội Du lịch Tp.HCM",""," NDSGN867-028-070822XE-V-F","449,000","tfd_220105034957_178798-004.jpg","dc_220105_DU%20NGOAN%20SONG%20TIEN-004.jpg","dc_220105_TRAI%20NGHIEM%20KST%20VIET%20NHAT-004.jpg","Ngày 1 - TP. HCM - MỸ THO - CỒN THỚI SƠN - BẾN TRE - “SỞ THÚ THU NHỎ CỦA TIỀN GIANG” (Ăn trưa) Quý khách tập trung tại Vietravel (190 Pasteur, P.Võ Thị Sáu, Q.3, TP.HCM), đoàn khởi hành đến Tiền Giang, di chuyển đến bến tàu du lịch Mỹ Tho bắt đầu hành trình du ngoạn trên sông Mekong: - Chiêm ngưỡng Cầu Rạch Miễu: cầu dây văng đầu tiên do kỹ sư Việt Nam thiết kế và xây dựng, nghe giới thiệu các cù lao Long - Lân - Quy - Phụng. -  Ngắm nhìn cảng cá Mỹ Tho, làng nuôi cá bè dọc sông Tiền, thưởng thức nước dừa tươi trên tàu. - Đến cù lao Thới Sơn, tản bộ trên đường làng, tham quan vườn cây ăn trái, thưởng thức các loại trái cây theo mùa và nghe đờn ca tài tử Nam Bộ. - Đi xuồng chèo len lỏi trong rạch nhỏ ngắm nhìn phong cảnh bình dị vùng sông nước, đến tham quan trại nuôi ong mật, thưởng thức trà mật ong, rượu chuối hột… - Tiếp tục, xuôi dòng sông Tiền đến Tân Thạch (Bến Tre) tham quan lò kẹo dừa đặc sản Bến Tre, làng nghề thủ công mỹ nghệ truyền thống. Dùng đò máy khám phá con Rạch (Tân Thạch) tìm hiểu cuộc sống thường nhật của người dân miền quê.  - Sau khi ăn trưa, đoàn nằm võng nghỉ ngơi, tham quan trại nuôi sấu, nhím, ếch… và đi xe đạp quan vườn cây trái, vườn dừa… Ngoài ra, Quý khách có thể tham gia các trò chơi dân gian như: đi dây, đu dây, chạy xe đạp mạo hiểm qua ván, đua xuồng chèo trên hồ, nhảy xa.  Về lại bến tàu, đoàn khởi hành tham quan:  - Trại Rắn Đồng Tâm được ví như “Sở thú thu nhỏ của Tiền Giang”: với diện tích phủ xanh hơn 30 ha, nơi đây không chỉ là viện bảo tàng rắn lớn nhất Việt Nam, du khách còn có thể khám phá không gian sinh sống của nhiều loài thú khác như kangaroo, rồng đất, vượn má vàng, chồn hương, đà điểu, gấu chó, hổ… và những chú trăn khổng lồ.  Quý khách khởi hành về TP.HCM, xe đưa đoàn về điểm đón ban đầu, kết thúc chương trình du lịch.  Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
"Miền Tây - Mỹ Tho - Thới Sơn - Bến Tre - Ngày hội Du lịch Tp.HCM",""," NDSGN867-039-140822XE-V-F","449,000","","","",""
"Miền Tây - Mỹ Tho - Thới Sơn - Bến Tre - Ngày hội Du lịch Tp.HCM",""," NDSGN867-029-210822XE-V-F","449,000","tfd_220105034957_178798-005.jpg","dc_220105_DU%20NGOAN%20SONG%20TIEN-005.jpg","dc_220105_TRAI%20NGHIEM%20KST%20VIET%20NHAT-005.jpg","Ngày 1 - TP. HCM - MỸ THO - CỒN THỚI SƠN - BẾN TRE - “SỞ THÚ THU NHỎ CỦA TIỀN GIANG” (Ăn trưa) Quý khách tập trung tại Vietravel (190 Pasteur, P.Võ Thị Sáu, Q.3, TP.HCM), đoàn khởi hành đến Tiền Giang, di chuyển đến bến tàu du lịch Mỹ Tho bắt đầu hành trình du ngoạn trên sông Mekong: - Chiêm ngưỡng Cầu Rạch Miễu: cầu dây văng đầu tiên do kỹ sư Việt Nam thiết kế và xây dựng, nghe giới thiệu các cù lao Long - Lân - Quy - Phụng. -  Ngắm nhìn cảng cá Mỹ Tho, làng nuôi cá bè dọc sông Tiền, thưởng thức nước dừa tươi trên tàu. - Đến cù lao Thới Sơn, tản bộ trên đường làng, tham quan vườn cây ăn trái, thưởng thức các loại trái cây theo mùa và nghe đờn ca tài tử Nam Bộ. - Đi xuồng chèo len lỏi trong rạch nhỏ ngắm nhìn phong cảnh bình dị vùng sông nước, đến tham quan trại nuôi ong mật, thưởng thức trà mật ong, rượu chuối hột… - Tiếp tục, xuôi dòng sông Tiền đến Tân Thạch (Bến Tre) tham quan lò kẹo dừa đặc sản Bến Tre, làng nghề thủ công mỹ nghệ truyền thống. Dùng đò máy khám phá con Rạch (Tân Thạch) tìm hiểu cuộc sống thường nhật của người dân miền quê.  - Sau khi ăn trưa, đoàn nằm võng nghỉ ngơi, tham quan trại nuôi sấu, nhím, ếch… và đi xe đạp quan vườn cây trái, vườn dừa… Ngoài ra, Quý khách có thể tham gia các trò chơi dân gian như: đi dây, đu dây, chạy xe đạp mạo hiểm qua ván, đua xuồng chèo trên hồ, nhảy xa.  Về lại bến tàu, đoàn khởi hành tham quan:  - Trại Rắn Đồng Tâm được ví như “Sở thú thu nhỏ của Tiền Giang”: với diện tích phủ xanh hơn 30 ha, nơi đây không chỉ là viện bảo tàng rắn lớn nhất Việt Nam, du khách còn có thể khám phá không gian sinh sống của nhiều loài thú khác như kangaroo, rồng đất, vượn má vàng, chồn hương, đà điểu, gấu chó, hổ… và những chú trăn khổng lồ.  Quý khách khởi hành về TP.HCM, xe đưa đoàn về điểm đón ban đầu, kết thúc chương trình du lịch.  Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
